"","y_clean","","",""
"1",52.7722557505166,151.5252131912,-99.2293608484501,0.476403407766865
"2",197.699774661866,151.104335181898,45.8477445668203,0.747694913147825
"3",187.736659610103,149.967169510384,38.1660420599091,-0.396551960190463
"4",183.687910214963,148.690920477991,34.5226209951846,0.474368741786736
"5",183.795586599897,148.017737128085,37.388366588929,-1.61051711711673
"6",180.866071210599,148.71746345089,32.0284437644355,0.120163995273375
"7",61.5609943282828,150.685505695995,-88.1004931660213,-1.02401820169094
"8",54.2138772902208,152.049959451175,-101.301826158249,3.4657439972946
"9",195.281524730523,151.171224427892,45.0085767323916,-0.898276429761327
"10",188.997382181013,149.181776082713,38.7812955300654,1.03431056823399
"11",182.390889145858,147.501202387938,36.214910399964,-1.32522364204476
"12",187.420167880825,146.928923035628,40.5757530580812,-0.0845082128844596
"13",179.659021245849,148.444272738144,33.3841958280884,-2.16944732038382
"14",62.4980619863884,153.529820984227,-88.6841245184123,-2.34763447942658
"15",56.309518948453,159.165107866071,-109.254789844121,6.39920092650153
"16",201.568170399992,161.421954602154,42.8407386750136,-2.69452287717742
"17",201.7645700312,164.15000447511,38.9873397801085,-1.37277422401945
"18",208.997630318447,170.329260869715,39.8721872166181,-1.20381776788736
"19",226.473193175917,176.401430237153,45.4826243213286,4.58913861743455
"20",219.359436211787,176.082247556595,37.1895306742739,6.08765798091673
"21",77.4984276574072,173.967740952937,-84.2288040077739,-12.2405092877575
"22",59.3188388670236,180.122432122333,-122.674408717192,1.87081546188125
"23",231.580821130503,190.841413078409,40.9393529449602,-0.199944892867888
"24",240.981480775799,200.003574607089,38.3791056032272,2.59880056548158
"25",248.279843375371,208.176681589292,42.3697129871576,-2.26655120108143
"26",261.742298465756,217.477682981153,44.1677609563634,0.0968545282371846
"27",264.908223927252,229.480747536065,38.6473799079108,-3.21990351672614
"28",177.332094171679,240.924122726851,-71.3370197483643,7.74499119319084
"29",110.249721603218,249.215450076048,-133.401474923789,-5.56425354904284
"30",298.599401197008,260.146555851759,40.7088509337981,-2.25600558855077
"31",310.409987036266,277.334436189583,36.4875279467984,-3.41197710011737
"32",344.410161513775,296.224293791853,43.3861161383275,4.79975158359199
"33",348.542436803306,315.776836491997,41.573821321333,-8.80822101002608
"34",381.14488121336,335.043415195452,34.4930463340009,11.6084196839043
"35",288.585615610959,342.249490029303,-62.4041535996965,8.74027918134934
"36",192.113368936815,340.908742614715,-135.258203921525,-13.5371697563789
"37",397.949996874609,342.912267269729,46.1988566603423,8.83887294453448
"38",384.005181312376,339.638285344046,39.7245886205941,4.64230734773176
"39",371.737876057538,328.076316621695,46.4464084565431,-2.78484902070366
"40",361.262990132493,311.886477861584,40.3876274466378,8.98888482426689
"41",302.762202380807,295.72543637622,23.391318342821,-16.3545523382384
"42",227.259678094514,288.380480723693,-65.6677830976319,4.54698046844772
"43",153.177317930167,284.191712157759,-131.343000427134,0.328606199535997
"44",321.220317457112,279.584026201688,46.0995189015371,-4.46322764611775
"45",314.433768789701,281.110904360897,37.7860925147628,-4.46322808596342
"46",337.705755029261,285.963345588707,45.6238023570654,6.11860708348333
"47",326.207251595695,286.773751282385,39.1682377345291,0.265262578775191
"48",308.419071579051,283.265124444229,23.3300944869333,1.8238526478829
"49",211.072757526625,277.409385450236,-66.7357710937401,0.399143170122554
"50",150.052622469986,270.525720395967,-119.477256796306,-0.99584112968202
"51",315.301118813029,263.519504579201,50.3365958443025,1.44501838951861
"52",293.296461204668,255.358320854771,37.6452182881714,0.29292206171813
"53",284.565873753313,246.666423507418,38.8779186001467,-0.97846835425845
"54",268.481052940867,239.991919918955,30.9674191932831,-2.47828617137914
"55",258.230666909187,236.300811824245,22.0615175777406,-0.131662492807037
"56",161.217646104825,235.896612149164,-70.7083385525412,-3.97062749180553
"57",132.610549363711,236.468681075492,-109.979623776327,6.12149206453675
"58",287.344085821708,233.873885271783,55.0858289298616,-1.6156283799453
"59",270.323337229845,228.728185273335,39.1790746023752,2.41607735412546
"60",255.449024080496,223.383868130417,34.8989733729565,-2.83381742288639
"61",246.756909451778,220.041115585691,27.6744019033849,-0.958608037307409
"62",242.785620492708,217.895318508203,22.6548306243174,2.23547136017813
"63",140.407864951343,214.946043574858,-72.6895740710954,-1.84860455242986
"64",106.99541274751,211.9756944125,-106.415284042588,1.43500237758674
"65",265.731208490904,207.959132475424,56.6760564482494,1.09601956721954
"66",240.239550858236,202.822629368492,38.7568080167332,-1.33988652700023
